type	item	lc_zone	wma_id	zone	map	norm_x	norm_y	server_x	server_y	realms	modes	records	files	first_seen	last_seen	status
worldforged	515041	25	24	Hillsbrad Foothills	0	0.3379	0.5342	-739.4	-14.9	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-11	2026-07-18	FADING
worldforged	515041	38	37	Stranglethorn Vale	0	0.2611	0.1253	-11701.0	554.2	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	4	2026-07-18	2026-07-18	FADING
worldforged	515041	799	798	Magisters' Terrace	585	0.3119	0.5579	128.5	60.7	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	15	2026-07-05	2026-07-05	FADING
worldforged	515042	43	42	Darkshore	1	0.3989	0.2720	7145.0	328.5	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-05	2026-08-28	FADING
worldforged	515043	21	20	Tirisfal Glades	0	0.3499	0.4332	2531.9	1452.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	18	2025-10-05	2026-08-26	CONFIRMED
worldforged	515043	21	20	Tirisfal Glades	0	0.3784	0.3793	2694.2	1323.4	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-05	2026-07-15	FADING
worldforged	515043	41	40	Wetlands	0	0.3499	0.4342	-3344.1	-1836.2	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	8	2025-10-27	2025-10-27	CONFIRMED
worldforged	515043	1216	1215	The Grizzled Den	0	0.3499	0.4342	-5459.3	-144.1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	6	20	2025-10-27	2026-05-20	STALE
worldforged	515044	21	20	Tirisfal Glades	0	0.8762	0.5125	2292.8	-925.7	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	6	20	2025-10-29	2026-07-31	CONFIRMED
worldforged	515045	43	42	Darkshore	1	0.3307	0.8388	4669.9	775.5	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	12	20	2025-10-04	2026-08-27	FADING
worldforged	515046	43	42	Darkshore	1	0.6259	0.0797	7984.9	-1158.0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	11	20	2025-10-05	2026-08-27	FADING
worldforged	515047	43	42	Darkshore	1	0.4259	0.4919	6185.1	151.6	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	4	14	2025-10-14	2026-08-23	FADING
worldforged	515047	43	42	Darkshore	1	0.4300	0.4900	6193.2	124.9	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	5	7	2025-10-14	2026-07-05	CONFIRMED
worldforged	515143	122	121	Feralas	1	0.8886	0.3895	-4170.8	-733.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-05	2026-08-26	FADING
worldforged	515144	122	121	Feralas	1	0.8256	0.3828	-4139.9	-296.1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick	free-pick|season-10-freepick|season-10-wildcard	3	2	2025-10-04	2026-05-20	CONFIRMED
worldforged	515144	122	121	Feralas	1	0.8408	0.3702	-4081.5	-402.1	Bronzebeard - Warcraft Reborn|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|warcraft-reborn	6	20	2025-10-04	2026-08-22	FADING
worldforged	515145	122	121	Feralas	1	0.8391	0.4893	-4633.5	-390.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-10	2026-08-28	FADING
worldforged	515146	21	20	Tirisfal Glades	0	0.3623	0.4904	2359.4	1396.1	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	8	2026-08-12	2026-08-12	CONFIRMED
worldforged	515146	21	20	Tirisfal Glades	0	0.3716	0.5105	2298.9	1354.1	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	1	2026-08-12	2026-08-12	CONFIRMED
worldforged	515146	122	121	Feralas	1	0.8105	0.3952	-4197.3	-190.9	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	12	20	2025-10-04	2026-08-27	UNCONFIRMED
worldforged	515147	122	121	Feralas	1	0.7876	0.4808	-4594.3	-31.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	12	20	2025-10-10	2026-08-27	CONFIRMED
worldforged	515148	122	121	Feralas	1	0.7601	0.3734	-4096.3	158.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	8	20	2025-10-04	2026-08-28	FADING
worldforged	515148	242	241	Moonglade	1	0.7616	0.3743	7915.0	-3138.8	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2026-07-08	2026-07-08	FADING
worldforged	515149	122	121	Feralas	1	0.7391	0.3538	-4005.7	304.6	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	6	19	2025-10-16	2026-08-26	CONFIRMED
worldforged	515150	122	121	Feralas	1	0.7508	0.3268	-3880.3	223.7	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-16	2026-08-27	FADING
worldforged	515151	122	121	Feralas	1	0.8011	0.3407	-3944.8	-125.5	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	6	16	2025-10-04	2026-05-20	STALE
worldforged	515152	27	26	The Hinterlands	0	0.3154	0.5220	126.5	-2789.3	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2026-08-02	2026-08-02	CONFIRMED
worldforged	515152	27	26	The Hinterlands	0	0.3199	0.5552	41.4	-2806.6	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2026-08-02	2026-08-02	CONFIRMED
worldforged	515152	122	121	Feralas	1	0.7487	0.2941	-3729.0	238.3	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-04	2026-08-27	CONFIRMED
worldforged	515153	122	121	Feralas	1	0.7263	0.2914	-3716.3	393.9	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-17	2026-07-18	FADING
worldforged	515153	122	121	Feralas	1	0.7392	0.2740	-3635.7	304.3	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	4	6	2025-10-17	2026-08-08	CONFIRMED
worldforged	515153	122	121	Feralas	1	0.7506	0.2574	-3558.7	225.4	Bronzebeard - Warcraft Reborn|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|warcraft-reborn	4	12	2025-10-17	2026-08-27	FADING
worldforged	515154	30	29	Burning Steppes	0	0.8821	0.2217	-7463.8	-2849.7	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	10	2026-08-13	2026-08-13	CONFIRMED
worldforged	515154	39	38	Swamp of Sorrows	0	0.6327	0.7136	-10711.8	-3673.4	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	6	2026-07-12	2026-07-12	FADING
worldforged	515154	122	121	Feralas	1	0.7217	0.3677	-4070.1	425.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	20	2025-10-09	2026-08-27	CONFIRMED
worldforged	515155	122	121	Feralas	1	0.6712	0.3813	-4132.9	776.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	6	18	2025-10-10	2026-05-20	STALE
worldforged	515156	122	121	Feralas	1	0.6970	0.3877	-4162.7	597.4	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-06	2026-08-26	CONFIRMED
worldforged	515156	242	241	Moonglade	1	0.6955	0.3866	7896.0	-2986.2	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	11	2025-12-07	2025-12-07	CONFIRMED
worldforged	515157	122	121	Feralas	1	0.6995	0.3899	-4172.6	580.2	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	6	15	2025-10-18	2026-05-20	STALE
worldforged	515158	122	121	Feralas	1	0.5760	0.6092	-5189.0	1438.4	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2025-10-18	2026-07-10	CONFIRMED
worldforged	515158	122	121	Feralas	1	0.7594	0.4598	-4496.6	163.6	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	20	2025-10-18	2026-08-25	CONFIRMED
worldforged	515159	122	121	Feralas	1	0.7682	0.5402	-4869.2	102.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	8	20	2025-10-18	2026-08-29	FADING
worldforged	515160	122	121	Feralas	1	0.7448	0.5479	-4904.8	265.2	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-26	2026-08-27	UNCONFIRMED
worldforged	515161	122	121	Feralas	1	0.7126	0.5606	-4963.6	489.3	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-05	2026-08-28	FADING
worldforged	515162	122	121	Feralas	1	0.7698	0.6476	-5367.0	91.7	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	8	20	2025-10-18	2026-08-25	FADING
worldforged	515163	122	121	Feralas	1	0.7819	0.6289	-5280.2	7.6	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-05	2026-08-25	CONFIRMED
worldforged	515163	242	241	Moonglade	1	0.7827	0.6272	7525.7	-3187.5	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	3	2026-07-09	2026-07-09	FADING
worldforged	515163	751	750	Maraudon	349	0.7829	0.6273	322.0	-803.4	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	4	2025-11-11	2025-11-11	CONFIRMED
worldforged	515164	122	121	Feralas	1	0.7897	0.6285	-5278.3	-46.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-05	2026-08-25	FADING
worldforged	515164	242	241	Moonglade	1	0.7896	0.6272	7525.7	-3203.4	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2026-07-09	2026-07-09	FADING
worldforged	515164	751	750	Maraudon	349	0.7895	0.6278	321.3	-814.2	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	8	2025-11-11	2025-11-11	CONFIRMED
worldforged	515165	122	121	Feralas	1	0.7629	0.6679	-5461.3	139.6	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	12	20	2025-10-05	2026-08-25	FADING
worldforged	515165	242	241	Moonglade	1	0.7651	0.6664	7465.4	-3146.9	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2026-07-09	2026-07-09	FADING
worldforged	515166	122	121	Feralas	1	0.7450	0.6492	-5374.4	264.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-05	2026-08-12	FADING
worldforged	515167	122	121	Feralas	1	0.4548	0.7382	-5786.8	2280.6	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	10	2025-10-05	2026-08-26	FADING
worldforged	515167	122	121	Feralas	1	0.7346	0.6369	-5317.2	336.1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	12	2025-10-05	2026-08-27	CONFIRMED
worldforged	515167	751	750	Maraudon	349	0.7352	0.6355	310.3	-725.3	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	7	2025-11-11	2025-11-11	CONFIRMED
worldforged	515168	122	121	Feralas	1	0.7416	0.6192	-5235.3	287.4	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	20	2025-10-05	2026-08-23	FADING
worldforged	515169	122	121	Feralas	1	0.4446	0.7336	-5765.5	2351.5	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	10	2025-10-16	2026-08-26	CONFIRMED
worldforged	515169	122	121	Feralas	1	0.5999	0.6529	-5391.5	1272.3	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-16	2026-07-09	FADING
worldforged	515169	122	121	Feralas	1	0.6820	0.6106	-5195.6	701.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	10	2025-10-16	2026-08-27	CONFIRMED
worldforged	515170	122	121	Feralas	1	0.4397	0.7156	-5682.1	2385.5	Rexxar - Conquest of Azeroth	conquest-of-azeroth	1	10	2025-10-08	2026-08-26	FADING
worldforged	515170	122	121	Feralas	1	0.6572	0.5170	-4761.8	874.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	12	2025-10-08	2026-07-18	FADING
worldforged	515171	122	121	Feralas	1	0.6546	0.5368	-4853.6	892.2	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	8	20	2025-10-28	2026-08-26	CONFIRMED
worldforged	515172	122	121	Feralas	1	0.6893	0.5608	-4964.9	650.8	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	7	20	2025-10-15	2026-08-26	STALE
worldforged	515173	122	121	Feralas	1	0.5633	0.5962	-5128.8	1526.6	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-19	2026-07-17	FADING
worldforged	515173	122	121	Feralas	1	0.6102	0.5511	-4919.9	1200.7	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	18	2025-10-19	2026-08-27	CONFIRMED
worldforged	515174	122	121	Feralas	1	0.6114	0.7371	-5781.7	1192.3	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	11	20	2025-10-08	2026-08-28	FADING
worldforged	515175	122	121	Feralas	1	0.5708	0.6899	-5563.2	1474.7	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	9	20	2025-10-08	2026-08-28	CONFIRMED
worldforged	515176	122	121	Feralas	1	0.5851	0.7094	-5653.3	1375.1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	12	20	2025-10-15	2026-08-28	CONFIRMED
worldforged	515177	122	121	Feralas	1	0.5855	0.6794	-5514.2	1372.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	13	20	2025-10-19	2026-08-28	FADING
worldforged	515177	751	750	Maraudon	349	0.5854	0.6790	248.5	-479.9	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	9	2025-11-22	2025-11-22	CONFIRMED
worldforged	515178	122	121	Feralas	1	0.5274	0.7592	-5884.2	1775.8	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	5	12	2025-10-08	2026-08-28	CONFIRMED
worldforged	515178	122	121	Feralas	1	0.5297	0.7600	-5887.7	1759.9	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	7	8	2025-10-08	2026-07-30	FADING
worldforged	515179	122	121	Feralas	1	0.5363	0.6468	-5363.5	1714.4	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-09	2026-08-28	FADING
worldforged	515180	27	26	The Hinterlands	0	0.3288	0.5761	-12.3	-2840.9	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2026-08-02	2026-08-02	CONFIRMED
worldforged	515180	122	121	Feralas	1	0.5390	0.5480	-4905.3	1695.5	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	3	12	2025-10-10	2026-08-26	CONFIRMED
worldforged	515180	122	121	Feralas	1	0.5399	0.5569	-4946.5	1689.1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	6	8	2025-10-10	2026-08-08	CONFIRMED
worldforged	515180	162	161	Tanaris	1	0.3147	0.5008	-8178.7	-2389.4	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2026-08-03	2026-08-03	CONFIRMED
worldforged	515180	202	201	Un'Goro Crater	1	0.4952	0.4671	-7118.3	-1298.7	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2026-08-04	2026-08-04	CONFIRMED
worldforged	515180	202	201	Un'Goro Crater	1	0.5116	0.4717	-7129.7	-1359.4	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2026-08-04	2026-08-04	CONFIRMED
worldforged	515180	700	699	Dire Maul	429	0.5083	0.7669	28.5	71.1	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2026-08-02	2026-08-02	CONFIRMED
worldforged	515180	751	750	Maraudon	349	0.5386	0.5468	436.5	-403.2	Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth	2	10	2025-11-11	2025-11-11	CONFIRMED
worldforged	515180	763	762	Scarlet Monastery	189	0.7119	0.2647	1517.5	102.4	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	3	2026-08-02	2026-08-02	CONFIRMED
worldforged	515180	2022	2021	The Temple of Atal'Hakkar	109	0.2820	0.4812	-393.7	225.7	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	1	2026-08-03	2026-08-03	CONFIRMED
worldforged	515181	122	121	Feralas	1	0.5000	0.6319	-5294.2	1966.5	Vol'jin - Conquest of Azeroth	conquest-of-azeroth	1	2	2025-10-15	2026-07-16	FADING
worldforged	515181	122	121	Feralas	1	0.5212	0.6028	-5159.5	1818.9	Bronzebeard - Warcraft Reborn|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|warcraft-reborn	3	4	2025-10-15	2026-07-06	CONFIRMED
worldforged	515181	122	121	Feralas	1	0.5231	0.6080	-5183.7	1805.9	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard	6	14	2025-10-15	2026-08-22	FADING
worldforged	515182	122	121	Feralas	1	0.5489	0.4824	-4601.5	1627.0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	conquest-of-azeroth|free-pick|season-10-freepick|season-10-wildcard|warcraft-reborn	10	20	2025-10-10	2026-08-28	FADING
