type	item	pins	zones	maps	realms	records	first_seen	last_seen
worldforged	515228	2	Dustwallow Marsh|Scholomance	1|289	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-05	2026-08-28
worldforged	515229	2	Dustwallow Marsh|Stillpine Hold	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	16	2025-10-07	2026-08-28
worldforged	515230	2	Dustwallow Marsh	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-31	2026-08-08
worldforged	515231	2	Dustwallow Marsh	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-31	2026-08-27
worldforged	515232	1	Dustwallow Marsh	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-19	2026-08-02
worldforged	515233	5	Dustwallow Marsh|Fel Rock|The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	15	2026-05-24	2026-08-29
worldforged	515234	2	Dustwallow Marsh|Fel Rock	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-14	2026-09-03
worldforged	515235	3	The Barrens	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-04	2026-08-21
worldforged	515236	2	Dustwallow Marsh|Skull Rock	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	15	2025-10-05	2026-08-27
worldforged	515237	5	Dustwallow Marsh|Fel Rock	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-18	2026-09-03
worldforged	515238	3	Dustwallow Marsh|Tanaris	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	14	2025-10-18	2026-09-03
worldforged	515239	3	Dustwallow Marsh|Skull Rock	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	16	2025-10-14	2026-08-29
worldforged	515240	1	Dustwallow Marsh	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	6	2025-10-27	2026-05-20
worldforged	515241	2	The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-17	2026-08-22
worldforged	515242	2	The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-13	2026-08-07
worldforged	515243	3	Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-11	2026-08-28
worldforged	515244	2	Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-17	2026-08-28
worldforged	515245	1	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-08	2026-08-27
worldforged	515246	3	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-09	2026-08-27
worldforged	515247	3	Blasted Lands|Searing Gorge|Silvermoon City	0|530	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	14	2025-10-09	2026-08-31
worldforged	515248	5	Blasted Lands|Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-15	2026-08-28
worldforged	515249	3	Duskwood|Searing Gorge|Silvermoon City	0|530	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-12	2026-08-22
worldforged	515251	2	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-18	2026-08-24
worldforged	515252	3	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-19	2026-08-28
worldforged	515253	1	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-12	2026-08-28
worldforged	515254	2	Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-12	2026-08-28
worldforged	515255	2	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-12	2026-08-28
worldforged	515256	3	Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-19	2026-08-28
worldforged	515257	1	Searing Gorge	0	Bronzebeard - Warcraft Reborn|Vol'jin - Conquest of Azeroth	2	2025-11-30	2026-06-09
worldforged	515258	1	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-08	2026-08-28
worldforged	515259	2	Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	14	2025-10-12	2026-08-28
worldforged	515260	3	Duskwood|Searing Gorge|Silvermoon City	0|530	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-12	2026-08-28
worldforged	515261	2	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	7	2025-10-17	2026-08-29
worldforged	515262	4	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-20	2026-08-29
worldforged	515263	3	Blasted Lands|Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-12	2026-08-27
worldforged	515264	2	Blasted Lands|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-19	2026-08-29
worldforged	515265	3	Blasted Lands|Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-20	2026-08-30
worldforged	515266	3	Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-15	2026-08-29
worldforged	515267	1	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-12	2026-08-29
worldforged	515268	6	Blasted Lands|Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-20	2026-08-28
worldforged	515269	6	Desolace|Duskwood|Maraudon|Molten Core|Searing Gorge|Zul'Farrak	0|1|209|409	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	16	2025-10-19	2026-08-28
worldforged	515270	3	Searing Gorge|The Hinterlands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-17	2026-08-28
worldforged	515271	3	Searing Gorge|Silvermoon City	0|530	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-15	2026-08-28
worldforged	515272	1	Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-20	2026-08-28
worldforged	515273	2	Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-16	2026-08-28
worldforged	515274	2	Blasted Lands|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-16	2026-08-26
worldforged	515275	3	Duskwood|Searing Gorge|Silvermoon City	0|530	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-12	2026-08-28
worldforged	515276	2	Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-15	2026-08-28
worldforged	515277	3	Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	14	2025-10-12	2026-08-31
worldforged	515278	2	Blasted Lands|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	13	2025-10-12	2026-08-28
worldforged	515279	4	Blasted Lands|Duskwood|Searing Gorge	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	14	2025-10-14	2026-08-25
worldforged	515281	1	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	7	2025-10-11	2026-08-28
worldforged	515282	1	Blasted Lands	0	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2026-07-06	2026-07-19
worldforged	515283	1	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-05	2026-08-30
worldforged	515284	2	Blasted Lands|Eastern Plaguelands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-18	2026-08-29
worldforged	515285	2	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-12	2026-08-04
worldforged	515286	3	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-14	2026-08-22
worldforged	515287	1	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-13	2026-08-28
worldforged	515288	1	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-12	2026-08-28
worldforged	515289	2	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-12	2026-08-31
worldforged	515290	1	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-13	2026-08-31
worldforged	515291	6	Azshara|Blasted Lands|Eastern Plaguelands|Felwood|Silithus|Winterspring	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	16	2025-10-13	2026-08-05
worldforged	515292	2	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-09	2026-08-30
worldforged	515293	1	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-17	2026-08-23
worldforged	515294	2	Blasted Lands|Eastern Plaguelands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-13	2026-08-28
worldforged	515295	2	Blasted Lands|Elwynn Forest	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-07	2026-08-29
worldforged	515296	2	Blasted Lands|Stranglethorn Vale	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-13	2026-08-27
worldforged	515297	3	Blasted Lands|Eastern Plaguelands|Winterspring	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-13	2026-08-28
worldforged	515298	3	Blasted Lands|Eastern Plaguelands|Stranglethorn Vale	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	11	2025-10-13	2026-07-29
worldforged	515299	3	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-18	2026-08-23
worldforged	515300	7	Azshara|Blasted Lands|Eastern Plaguelands|Silithus|Western Plaguelands|Winterspring	0|1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	15	2025-10-11	2026-08-28
worldforged	515301	1	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	6	2025-10-13	2026-05-20
worldforged	515302	2	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-11	2026-08-28
worldforged	515303	1	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-18	2026-07-24
worldforged	515304	3	Blasted Lands|Eastern Plaguelands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-09	2026-08-29
worldforged	515305	1	Blasted Lands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	6	2025-10-11	2026-05-20
worldforged	515306	3	Blasted Lands|Eastern Plaguelands	0	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-13	2026-08-27
worldforged	515312	3	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-18	2026-08-29
worldforged	515313	2	Felwood|Feralas	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-09	2026-08-10
worldforged	515314	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	6	2025-10-05	2026-05-20
worldforged	515315	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	6	2025-10-09	2026-08-29
worldforged	515316	1	Felwood	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-09	2026-08-29
worldforged	515317	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-09	2026-08-28
worldforged	515318	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-09	2026-08-25
worldforged	515319	2	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-09	2026-08-28
worldforged	515320	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-17	2026-08-27
worldforged	515321	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-17	2026-08-27
worldforged	515322	2	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	12	2025-10-17	2026-08-27
worldforged	515323	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-15	2026-08-29
worldforged	515324	2	Felwood|Maraudon	1|349	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-11	2026-08-27
worldforged	515325	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-09	2026-08-29
worldforged	515326	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-12	2026-08-28
worldforged	515327	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	8	2025-10-09	2026-08-27
worldforged	515328	2	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-13	2026-08-30
worldforged	515329	1	Felwood	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-14	2026-08-28
worldforged	515330	1	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-09	2026-08-28
worldforged	515331	2	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	10	2025-10-08	2026-08-30
worldforged	515333	2	Felwood	1	Area 52 - Free-Pick|Bronzebeard - Warcraft Reborn|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	6	2025-10-10	2026-08-21
worldforged	515334	1	Felwood	1	Area 52 - Free-Pick|Darkmoon - Season 10 Wildcard|Dawnrise - Season 10 Freepick|Rexxar - Conquest of Azeroth|Vol'jin - Conquest of Azeroth	9	2025-10-15	2026-08-26
