id	name	type	display_id	sightings	submissions	zones	example_zone	example_map_id	example_x	example_y	example_z	example_map_x	example_map_y	lock_id	lock_type	other_names	seen_in	zone_list	origin
171616	Dwarven High Back Chair	Chair	648	2	1	1	Ironforge	0	-5018.770	-1003.380	503.889	36.700	85.200				dumps_part4	Ironforge	stock
171617	Dwarven High Back Chair	Chair	648	2	1	1	Ironforge	0	-5011.570	-1006.970	503.889	37.100	83.800				dumps_part4	Ironforge	stock
171618	Dwarven High Back Chair	Chair	648	2	1	1	Ironforge	0	-5010.820	-1005.300	503.889	36.900	83.700				dumps_part4	Ironforge	stock
171624	Dwarven Brazier	SpellFocus	197	3	2	1	DunMorogh	0	-4634.480	-1113.250	501.326	59.200	23.100				GameObjects-Bronzebeard | dumps_part2	DunMorogh	stock
171626	Dwarven Brazier	SpellFocus	197	1	1	1	DunMorogh	0	-4632.590	-1169.810	501.247	60.300	23.000				dumps_part4	DunMorogh	stock
171628	Dwarven Brazier	SpellFocus	197	3	2	1	DunMorogh	0	-4623.180	-1055.840	500.891	58.000	22.700				GameObjects-Bronzebeard | dumps_part2	DunMorogh	stock
171633	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4896.830	-1012.270	504.020	57.100	31.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171634	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4904.640	-1000.830	504.020	56.900	31.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171635	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4879.560	-980.148	504.020	56.500	30.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171636	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4870.010	-990.161	504.020	56.700	30.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171638	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-5031.000	-1252.470	505.295	62.000	35.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171639	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-5023.400	-1261.690	505.295	62.200	34.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171640	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-5048.860	-1280.780	501.963	62.600	35.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171641	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-5026.750	-1289.010	507.714	62.800	35.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171642	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-5054.790	-1273.570	501.963	62.400	35.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171643	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-5058.560	-1250.430	507.714	62.000	36.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171644	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-5071.540	-1288.020	512.281	62.700	36.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171645	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-5065.900	-1294.860	512.281	62.900	36.200				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171652	Dwarven High Back Chair	Chair	648	4	3	1	DunMorogh	0	-5037.570	-1104.630	501.984	59.000	35.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171653	Dwarven High Back Chair	Chair	648	4	3	1	DunMorogh	0	-5037.430	-1107.790	501.984	59.100	35.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171680	Dwarven High Back Chair	Chair	648	1	1	1	DunMorogh	0	-4712.930	-873.646	501.958	54.300	25.500				dumps_part4	DunMorogh	stock
171681	Dwarven High Back Chair	Chair	648	1	1	1	DunMorogh	0	-4714.410	-876.435	501.958	54.400	25.500				dumps_part4	DunMorogh	stock
171692	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4826.510	-876.088	501.673	54.400	28.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171693	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4857.200	-879.590	501.673	54.500	29.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171694	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4830.090	-909.812	501.673	55.100	29.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171695	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4858.640	-916.317	501.673	55.200	29.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171696	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4941.360	-918.296	501.673	55.200	32.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171697	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4899.760	-968.245	501.437	56.300	31.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171698	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4912.940	-979.080	501.437	56.500	31.500				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171699	Mailbox	Mailbox	1947	5	3	2	DunMorogh	0	-4952.320	-930.376	501.660	55.500	32.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171700	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4891.320	-883.553	501.673	54.500	30.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171701	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4916.480	-895.247	501.673	54.800	31.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171702	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4881.910	-955.415	501.437	56.000	30.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171703	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4857.610	-947.218	501.437	55.800	29.900				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171704	Ironforge Armory	Generic	635	5	3	2	DunMorogh	0	-4887.030	-954.818	510.130	56.000	30.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171705	Dwarven Brazier	SpellFocus	197	3	2	1	DunMorogh	0	-4747.620	-1048.820	502.187	57.900	26.500				GameObjects-Bronzebeard | dumps_part2	DunMorogh	stock
171706	Dwarven Brazier	SpellFocus	197	1	1	1	DunMorogh	0	-4821.710	-1177.980	502.187	60.500	28.800				dumps_part4	DunMorogh	stock
171727	Dwarven High Back Chair	Chair	648	1	1	1	DunMorogh	0	-4710.650	-1109.760	504.453	59.100	25.400				dumps_part4	DunMorogh	stock
171728	Dwarven High Back Chair	Chair	648	1	1	1	DunMorogh	0	-4710.050	-1106.660	504.453	59.100	25.400				dumps_part4	DunMorogh	stock
171742	Potbelly Stove	SpellFocus	679	1	1	1	DunMorogh	0	-4773.950	-1190.970	509.432	60.800	27.300				dumps_part4	DunMorogh	stock
171743	Potbelly Stove	SpellFocus	679	1	1	1	DunMorogh	0	-4772.970	-1193.280	509.432	60.800	27.300				dumps_part4	DunMorogh	stock
171748	Berryfizz's Potions and Mixed Drinks	Generic	666	1	1	1	DunMorogh	0	-4845.310	-1247.750	506.022	61.900	29.500				dumps_part4	DunMorogh	stock
171749	Things That Go Boom!	Generic	659	1	1	1	DunMorogh	0	-4844.610	-1282.680	505.197	62.600	29.500				dumps_part4	DunMorogh	stock
171750	Dwarven Brazier	SpellFocus	197	1	1	1	DunMorogh	0	-4839.750	-1286.230	501.870	62.700	29.300				dumps_part4	DunMorogh	stock
171751	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-4828.330	-1287.590	501.870	62.700	29.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171752	Mailbox	Mailbox	2190	4	3	1	DunMorogh	0	-4828.280	-1285.050	501.807	62.700	29.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171753	Dwarven Brazier	SpellFocus	197	1	1	1	DunMorogh	0	-4858.430	-1300.340	501.870	63.000	29.900				dumps_part4	DunMorogh	stock
171754	Dwarven Brazier	SpellFocus	197	1	1	1	DunMorogh	0	-4847.710	-1302.000	501.870	63.000	29.600				dumps_part4	DunMorogh	stock
171755	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-4790.850	-1249.230	502.005	62.000	27.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171756	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-4796.790	-1240.820	502.005	61.800	28.000				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171757	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4849.570	-1006.950	453.703	57.000	29.600				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171758	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4856.980	-997.963	453.703	56.900	29.800				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171760	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4820.300	-986.570	464.636	56.600	28.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171761	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4831.210	-973.333	464.636	56.400	29.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171762	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4820.140	-964.207	464.636	56.200	28.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171763	Dwarven Brazier	SpellFocus	197	5	3	2	DunMorogh	0	-4809.230	-977.444	464.636	56.400	28.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh | Ironforge	stock
171764	Dwarven Brazier	SpellFocus	197	2	1	1	Ironforge	0	-4883.280	-1055.700	502.152	43.300	59.500				dumps_part4	Ironforge	stock
171765	Dwarven Brazier	SpellFocus	197	3	2	1	DunMorogh	0	-4643.840	-1021.330	501.612	57.300	23.400				GameObjects-Bronzebeard | dumps_part2	DunMorogh	stock
171766	The Great Forge	Generic	660	4	3	1	DunMorogh	0	-4676.620	-940.112	503.998	55.700	24.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171767	Dwarven Brazier	SpellFocus	197	1	1	1	DunMorogh	0	-4695.730	-874.000	501.619	54.300	24.900				dumps_part4	DunMorogh	stock
171768	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-4707.690	-898.563	501.635	54.800	25.300				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171769	Dwarven Brazier	SpellFocus	197	4	3	1	DunMorogh	0	-4733.110	-941.817	501.617	55.700	26.100				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171770	Longberry's Reagents	Generic	640	4	3	1	DunMorogh	0	-4710.980	-941.688	504.887	55.700	25.400				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	DunMorogh	stock
171938	Cactus Apple	Chest	3451	4	4	1	Durotar	1	-696.942	-4355.800	54.185	45.300	71.100	259	Open Kneeling		GameObjects-Bronzebeard | dumps-part1 | dumps_part2 | dumps_part4	Durotar	stock
171939	Corrupted Songflower	Questgiver	3231	1	1	1	Felwood	1	3866.650	-1000.020	244.199	45.900	85.200				dumps_part4	Felwood	stock
171942	Corrupted Songflower	Questgiver	3231	4	3	1	Felwood	1	4191.830	-1147.700	315.197	48.500	76.700				GameObjects-Bronzebeard | dumps_part2 | dumps_part4	Felwood	stock
172941	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1766.300	-4497.010	44.481	58.200	54.300				dumps_part3	Ogrimmar	stock
172942	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1798.630	-4496.640	45.686	58.200	50.800				dumps_part3	Ogrimmar	stock
172945	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1736.650	-4476.900	32.038	56.800	57.400				dumps_part3	Ogrimmar	stock
172946	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1826.980	-4508.030	21.377	59.000	47.800				dumps_part3	Ogrimmar	stock
172948	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1855.110	-4474.310	47.496	56.600	44.800				dumps_part3	Ogrimmar	stock
172952	Mighty Blaze	SpellFocus	374	1	1	1	Ogrimmar	1	1746.710	-4415.490	36.905	52.400	56.400				dumps_part3	Ogrimmar	stock
172953	Mighty Blaze	SpellFocus	374	1	1	1	Ogrimmar	1	1733.020	-4424.700	36.905	53.100	57.800				dumps_part3	Ogrimmar	stock
172954	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1800.970	-4513.690	21.564	59.400	50.600				dumps_part3	Ogrimmar	stock
172957	Valley of Wisdom	Generic	309	1	1	1	Ogrimmar	1	1494.560	-4423.780	26.779	53.000	83.300				dumps_part3	Ogrimmar	stock
172958	Valley of Honor	Generic	309	1	1	1	Ogrimmar	1	1494.560	-4423.780	25.698	53.000	83.300				dumps_part3	Ogrimmar	stock
172959	The Drag	Generic	309	1	1	1	Ogrimmar	1	1494.660	-4423.750	24.587	53.000	83.300				dumps_part3	Ogrimmar	stock
172960	Cleft of Shadow	Generic	309	1	1	1	Ogrimmar	1	1500.390	-4423.780	26.148	53.000	82.700				dumps_part3	Ogrimmar	stock
172961	Valley of Spirits	Generic	309	1	1	1	Ogrimmar	1	1500.390	-4423.780	25.067	53.000	82.700				dumps_part3	Ogrimmar	stock
172962	Valley of Wisdom	Generic	309	1	1	1	Ogrimmar	1	1724.030	-4375.560	34.404	49.500	58.800				dumps_part3	Ogrimmar	stock
172963	The Drag	Generic	309	1	1	1	Ogrimmar	1	1724.030	-4375.560	33.323	49.500	58.800				dumps_part3	Ogrimmar	stock
172964	Valley of Honor	Generic	309	1	1	1	Ogrimmar	1	1724.080	-4375.650	32.212	49.600	58.800				dumps_part3	Ogrimmar	stock
172965	Valley of Spirits	Generic	309	1	1	1	Ogrimmar	1	1666.790	-4391.710	24.905	50.700	64.900				dumps_part3	Ogrimmar	stock
172966	Valley of Spirits	Generic	309	1	1	1	Ogrimmar	1	1665.110	-4318.870	65.004	45.500	65.100				dumps_part3	Ogrimmar	stock
172967	Valley of Spirits	Generic	309	1	1	1	Ogrimmar	1	1732.300	-4357.580	34.281	48.300	57.900				dumps_part3	Ogrimmar	stock
172968	Valley of Spirits	Generic	309	1	1	1	Ogrimmar	1	1695.050	-4290.510	34.245	43.500	61.900				dumps_part3	Ogrimmar	stock
172969	Valley of Spirits	Generic	309	1	1	1	Ogrimmar	1	1675.100	-4248.630	54.845	40.500	64.000				dumps_part3	Ogrimmar	stock
172970	Valley of Spirits	Generic	309	1	1	1	Ogrimmar	1	1568.390	-4200.610	46.245	37.100	75.400				dumps_part3	Ogrimmar	stock
172971	Talon Gate	Generic	309	1	1	1	Ogrimmar	1	1569.010	-4200.200	45.246	37.000	75.400				dumps_part3	Ogrimmar	stock
172972	Talon Gate	Generic	309	1	1	1	Ogrimmar	1	1675.070	-4248.650	52.846	40.500	64.000				dumps_part3	Ogrimmar	stock
172973	Cleft of Shadow	Generic	309	1	1	1	Ogrimmar	1	1675.930	-4248.120	53.710	40.500	63.900				dumps_part3	Ogrimmar	stock
172974	Valley of Wisdom	Generic	309	1	1	1	Ogrimmar	1	1675.950	-4248.220	54.643	40.500	63.900				dumps_part3	Ogrimmar	stock
172975	Cleft of Shadow	Generic	309	1	1	1	Ogrimmar	1	1766.850	-4223.180	43.530	38.700	54.200				dumps_part3	Ogrimmar	stock
172976	Valley of Wisdom	Generic	309	1	1	1	Ogrimmar	1	1767.180	-4222.860	44.463	38.700	54.200				dumps_part3	Ogrimmar	stock
172977	The Drag	Generic	309	1	1	1	Ogrimmar	1	1767.180	-4222.860	42.996	38.700	54.200				dumps_part3	Ogrimmar	stock
172993	Valley of Strength	Generic	309	1	1	1	Ogrimmar	1	1766.420	-4222.410	44.320	38.600	54.200				dumps_part3	Ogrimmar	stock
172994	Orgrimmar Main Gate	Generic	309	1	1	1	Ogrimmar	1	1766.420	-4222.410	43.352	38.600	54.200				dumps_part3	Ogrimmar	stock
172995	Valley of Spirits	Generic	309	1	1	1	Ogrimmar	1	1766.280	-4222.360	42.281	38.600	54.300				dumps_part3	Ogrimmar	stock
172996	Valley of Strength	Generic	309	1	1	1	Ogrimmar	1	1569.150	-4200.980	46.159	37.100	75.300				dumps_part3	Ogrimmar	stock
172997	Orgrimmar Main Gate	Generic	309	1	1	1	Ogrimmar	1	1569.150	-4200.980	44.839	37.100	75.300				dumps_part3	Ogrimmar	stock
173006	Spiritfury Reagents	Generic	711	1	1	1	Ogrimmar	1	1729.760	-4315.750	29.066	45.300	58.200				dumps_part3	Ogrimmar	stock
173007	Mighty Blaze	SpellFocus	375	1	1	1	Ogrimmar	1	1722.650	-4204.290	51.742	37.300	58.900				dumps_part3	Ogrimmar	stock
173008	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1457.860	-4427.240	25.289	53.200	87.200				dumps_part3	Ogrimmar	stock
173009	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1428.530	-4412.340	25.289	52.200	90.400				dumps_part3	Ogrimmar	stock
173010	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1430.610	-4430.640	25.289	53.500	90.100				dumps_part3	Ogrimmar	stock
173011	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1426.410	-4394.380	25.289	50.900	90.600				dumps_part3	Ogrimmar	stock
173012	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1438.430	-4373.890	25.289	49.400	89.300				dumps_part3	Ogrimmar	stock
173013	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1408.850	-4359.430	25.289	48.400	92.500				dumps_part3	Ogrimmar	stock
173014	Meat Rack	SpellFocus	409	1	1	1	Ogrimmar	1	1784.890	-4495.340	45.177	58.100	52.300				dumps_part3	Ogrimmar	stock
173015	Meat Rack	SpellFocus	409	1	1	1	Ogrimmar	1	1782.190	-4497.990	44.862	58.300	52.600				dumps_part3	Ogrimmar	stock
173016	Borstan's Firepit	Generic	709	1	1	1	Ogrimmar	1	1763.440	-4494.940	44.310	58.100	54.600				dumps_part3	Ogrimmar	stock
173017	Gotri's Travelling Gear	Generic	710	1	1	1	Ogrimmar	1	1761.810	-4511.880	26.470	59.300	54.700				dumps_part3	Ogrimmar	stock
173018	Magar's Cloth Goods	Generic	712	1	1	1	Ogrimmar	1	1814.150	-4540.270	21.176	61.300	49.100				dumps_part3	Ogrimmar	stock
173019	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1757.450	-4533.910	28.049	60.800	55.200				dumps_part3	Ogrimmar	stock
173026	Meat Rack	SpellFocus	409	1	1	1	Ogrimmar	1	1768.760	-4482.940	45.399	57.200	54.000				dumps_part3	Ogrimmar	stock
173027	Mighty Blaze	SpellFocus	375	1	1	1	Ogrimmar	1	1776.200	-4480.380	45.506	57.000	53.200				dumps_part3	Ogrimmar	stock
173028	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1786.780	-4508.490	27.514	59.000	52.100				dumps_part3	Ogrimmar	stock
173029	Mighty Blaze	SpellFocus	375	1	1	1	Ogrimmar	1	1778.940	-4495.760	27.588	58.100	52.900				dumps_part3	Ogrimmar	stock
173030	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1791.090	-4557.930	22.855	62.500	51.600				dumps_part3	Ogrimmar	stock
173031	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1815.540	-4556.470	22.855	62.400	49.000				dumps_part3	Ogrimmar	stock
173032	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1796.530	-4575.210	22.855	63.800	51.000				dumps_part3	Ogrimmar	stock
173036	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1841.130	-4458.720	47.504	55.500	46.300				dumps_part3	Ogrimmar	stock
173037	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1833.630	-4472.110	47.430	56.400	47.100				dumps_part3	Ogrimmar	stock
173101	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1750.060	-4258.670	27.355	41.200	56.000				dumps_part3	Ogrimmar	stock
173102	Mighty Blaze	SpellFocus	474	1	1	1	Ogrimmar	1	1733.050	-4285.260	16.698	43.100	57.800				dumps_part3	Ogrimmar	stock
173103	Mighty Blaze	SpellFocus	474	1	1	1	Ogrimmar	1	1855.120	-4422.160	6.871	52.900	44.800				dumps_part3	Ogrimmar	stock
173106	Mighty Blaze	SpellFocus	375	1	1	1	Ogrimmar	1	1636.690	-4351.040	4.470	47.800	68.100				dumps_part3	Ogrimmar	stock
173107	Orc Cooker	SpellFocus	331	1	1	1	Ogrimmar	1	1620.570	-4305.250	3.069	44.500	69.800				dumps_part3	Ogrimmar	stock
173108	Meat Rack	SpellFocus	409	1	1	1	Ogrimmar	1	1627.120	-4299.510	3.068	44.100	69.100				dumps_part3	Ogrimmar	stock
173109	Meat Rack	SpellFocus	409	1	1	1	Ogrimmar	1	1611.800	-4302.140	3.011	44.300	70.800				dumps_part3	Ogrimmar	stock
173110	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1629.500	-4301.750	3.197	44.300	68.900				dumps_part3	Ogrimmar	stock
173111	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1615.660	-4314.000	3.197	45.200	70.400				dumps_part3	Ogrimmar	stock
173112	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1516.760	-4349.400	18.670	47.700	80.900				dumps_part3	Ogrimmar	stock
173113	Mighty Blaze	SpellFocus	375	1	1	1	Ogrimmar	1	1581.330	-4295.080	26.078	43.800	74.000				dumps_part3	Ogrimmar	stock
173114	Mighty Blaze	SpellFocus	375	1	1	1	Ogrimmar	1	1635.840	-4450.780	15.536	54.900	68.200				dumps_part3	Ogrimmar	stock
173115	Mighty Blaze	SpellFocus	375	1	1	1	Ogrimmar	1	1639.730	-4438.380	15.536	54.000	67.800				dumps_part3	Ogrimmar	stock
173116	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1742.330	-4314.650	33.215	45.200	56.800				dumps_part3	Ogrimmar	stock
173117	Mighty Blaze	SpellFocus	375	1	1	1	Ogrimmar	1	1703.040	-4266.290	33.127	41.800	61.000				dumps_part3	Ogrimmar	stock
173125	Mighty Blaze	SpellFocus	375	1	1	1	Ogrimmar	1	1676.380	-4336.090	32.379	46.700	63.900				dumps_part3	Ogrimmar	stock
173161	Darkbriar Lodge	Generic	714	1	1	1	Ogrimmar	1	1524.850	-4219.190	41.243	38.400	80.100				dumps_part3	Ogrimmar	stock
173163	Mighty Blaze	SpellFocus	475	1	1	1	Ogrimmar	1	1776.040	-4277.560	7.774	42.600	53.200				dumps_part3	Ogrimmar	stock
173164	Mighty Blaze	SpellFocus	475	1	1	1	Ogrimmar	1	1743.320	-4327.310	5.890	46.100	56.700				dumps_part3	Ogrimmar	stock
173165	Mighty Blaze	SpellFocus	474	1	1	1	Ogrimmar	1	1804.120	-4294.390	5.752	43.800	50.200				dumps_part3	Ogrimmar	stock
173166	Mighty Blaze	SpellFocus	474	1	1	1	Ogrimmar	1	1760.990	-4301.220	6.975	44.200	54.800				dumps_part3	Ogrimmar	stock
173167	Mighty Blaze	SpellFocus	474	1	1	1	Ogrimmar	1	1794.180	-4301.780	4.382	44.300	51.300				dumps_part3	Ogrimmar	stock
173168	The Slow Blade	Generic	707	1	1	1	Ogrimmar	1	1763.930	-4317.850	6.202	45.400	54.500				dumps_part3	Ogrimmar	stock
173169	Rekkul's Poisons	Generic	713	1	1	1	Ogrimmar	1	1807.500	-4290.300	5.732	43.500	49.900				dumps_part3	Ogrimmar	stock
173170	Shadowswift Brotherhood	Generic	707	1	1	1	Ogrimmar	1	1770.240	-4294.300	6.668	43.800	53.800				dumps_part3	Ogrimmar	stock
173171	Mighty Blaze	SpellFocus	474	1	1	1	Ogrimmar	1	1779.920	-4369.310	-16.343	49.100	52.800				dumps_part3	Ogrimmar	stock
173172	Mighty Blaze	SpellFocus	474	1	1	1	Ogrimmar	1	1827.710	-4324.880	-15.592	45.900	47.700				dumps_part3	Ogrimmar	stock
173173	Shadowdeep Reagents	Generic	714	1	1	1	Ogrimmar	1	1831.880	-4339.110	-15.613	46.900	47.300				dumps_part3	Ogrimmar	stock
173174	Dark Earth Fungus and Mushrooms	Generic	713	1	1	1	Ogrimmar	1	1780.970	-4365.100	-16.134	48.800	52.700				dumps_part3	Ogrimmar	stock
173175	Mighty Blaze	SpellFocus	474	1	1	1	Ogrimmar	1	1804.830	-4309.080	-11.732	44.800	50.100				dumps_part3	Ogrimmar	stock
173176	Mighty Blaze	SpellFocus	474	1	1	1	Ogrimmar	1	1769.610	-4333.750	-8.320	46.600	53.900				dumps_part3	Ogrimmar	stock
173177	Ironwood Staves and Wands	Generic	707	1	1	1	Ogrimmar	1	1818.260	-4316.230	-11.827	45.300	48.700				dumps_part3	Ogrimmar	stock
173197	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1568.640	-4408.590	7.490	51.900	75.400				dumps_part3	Ogrimmar	stock
173198	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1555.240	-4384.330	3.204	50.200	76.800				dumps_part3	Ogrimmar	stock
173199	Mighty Blaze	SpellFocus	374	1	1	1	Ogrimmar	1	1537.420	-4377.830	16.703	49.700	78.700				dumps_part3	Ogrimmar	stock
173200	Mighty Blaze	SpellFocus	374	1	1	1	Ogrimmar	1	1520.580	-4428.060	17.669	53.300	80.500				dumps_part3	Ogrimmar	stock
173202	Soran's Leather and Steel Armory	Generic	717	1	1	1	Ogrimmar	1	1585.990	-4449.310	5.979	54.800	73.500				dumps_part3	Ogrimmar	stock
173203	Orgrimmar General Store	Generic	710	1	1	1	Ogrimmar	1	1526.930	-4366.510	17.872	48.900	79.900				dumps_part3	Ogrimmar	stock
173204	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1570.730	-4355.520	1.388	48.100	75.200				dumps_part3	Ogrimmar	stock
173205	Mighty Blaze	SpellFocus	373	1	1	1	Ogrimmar	1	1604.900	-4343.500	3.226	47.300	71.500				dumps_part3	Ogrimmar	stock
173206	Mighty Blaze	SpellFocus	374	1	1	1	Ogrimmar	1	1596.160	-4385.230	9.793	50.200	72.500				dumps_part3	Ogrimmar	stock
173207	Mighty Blaze	SpellFocus	374	1	1	1	Ogrimmar	1	1548.710	-4325.490	20.701	46.000	77.500				dumps_part3	Ogrimmar	stock
