id	name	type	display_id	sightings	submissions	zones	example_zone	example_map_id	example_x	example_y	example_z	example_map_x	example_map_y	lock_id	lock_type	other_names	seen_in	zone_list
162956	Druzzak			6	1	1	Durotar	1	299.596	-4629.030	36.269	50.400	42.800				dumps-part1	Durotar
162957	Ragrath			6	1	1	Durotar	1	303.533	-4744.870	9.627	52.600	42.700				dumps-part1	Durotar
162958	Zann’jaro			7	1	1	Durotar	1	308.387	-4757.206	9.399	52.900	42.600				dumps-part1	Durotar
162959	Yaz’mora			6	1	1	Durotar	1	305.283	-4746.030	9.560	52.600	42.600				dumps-part1	Durotar
162966	Drogra			6	1	1	Durotar	1	359.317	-4795.480	26.659	53.600	41.100				dumps-part1	Durotar
162967	Krashna			5	1	1	Durotar	1	322.191	-4701.920	15.929	51.800	42.200				dumps-part1	Durotar
178081	Chromie			2	1	1	Stormwind	0	-8820.620	624.934	94.934	63.200	71.200				dumps-part1	Stormwind
179541	Harrison Jones			1	1	1	Stormwind	0	-8867.550	608.760	93.371	64.100	75.300				dumps-part1	Stormwind
179542	Mazoga Museda			1	1	1	Stormwind	0	-8440.820	408.283	121.688	75.700	38.400				dumps-part1	Stormwind
188672	Thomas Yance			2	1	1	Stormwind	0	-8802.560	659.841	96.199	61.200	69.600				dumps-part1	Stormwind
190015	Marazz			1	1	1	Stormwind	0	-8801.220	668.413	96.200	60.700	69.500				dumps-part1	Stormwind
192004	Gairub			3	1	1	Stormwind	0	-8919.210	489.644	93.857	71.000	79.700				dumps-part1	Stormwind
192006	Rikorub			1	1	1	Stormwind	0	-8926.380	484.308	93.857	71.300	80.300				dumps-part1	Stormwind
200200	Darien's Horse			1	1	1	Stormwind	0	-8870.510	565.910	94.654	66.600	75.500				dumps-part1	Stormwind
200204	Grogmar's Snarler			1	1	1	Durotar	1	-591.471	-4252.080	38.956	43.300	68.100				dumps-part1	Durotar
201650	Willow Wonderwood			1	1	1	Durotar	1	745.212	-4278.310	17.920	43.800	30.200				dumps-part1	Durotar
254011	Sakari			1	1	1	Durotar	1	-556.495	-4218.570	41.831	42.700	67.100				dumps-part1	Durotar
254012	Queen Erethina			2	1	1	Durotar	1	580.945	-4549.080	41.198	48.900	34.800				dumps-part1	Durotar
254610	Joyous Kitten			1	1	1	Stormwind	0	-8833.017	629.172	94.030	62.900	72.300				dumps-part1	Stormwind
254677	Friendly Sludgemonster			1	1	1	Stormwind	0	-8823.199	621.152	94.225	63.400	71.400				dumps-part1	Stormwind
254817	Watcher of Tomes			3	1	1	Durotar	1	301.113	-4741.820	9.650	52.600	42.800				dumps-part1	Durotar
289612				77	1	2	Durotar	1	-609.465	-4254.670	38.956	43.400	68.600				dumps-part1	Durotar | Stormwind
300198	Uzla			1	1	1	Durotar	1	-553.560	-4196.570	46.316	42.300	67.000				dumps-part1	Durotar
314858				18	1	2	Barrens	1	-349.018	-2690.993	100.293	52.400	29.000				dumps-part1	Barrens | Durotar
314860				1	1	1	Barrens	1	-581.861	-2641.694	99.288	52.000	32.500				dumps-part1	Barrens
400000	Romus the Redeemer			1	1	1	Stormwind	0	-8432.420	398.160	120.887	76.200	37.700				dumps-part1	Stormwind
407260				4	1	1	Alterac	0	-6488.600	-978.557	334.968	62.900	428.000				dumps-part1	Alterac
415000	Yerg the Ambassador			1	1	1	Barrens	1	-959.730	-3632.470	17.476	61.700	38.100				dumps-part1	Barrens
416000	Edrim Skysong			1	1	1	Stormwind	0	-8436.420	399.554	120.886	76.200	38.000				dumps-part1	Stormwind
440555				3	1	2	Durotar	1	341.287	-4696.565	16.458	51.700	41.600				dumps-part1	Durotar | Stormwind
449176	Rexie			5	1	1	Durotar	1	333.194	-4712.840	14.203	52.000	41.800				dumps-part1	Durotar
449324				1	1	1	Barrens	1	-1070.450	-3537.210	64.300	60.800	39.700				dumps-part1	Barrens
449340	Tav'vin			1	1	1	Durotar	1	-635.231	-4230.280	38.135	42.900	69.300				dumps-part1	Durotar
449357	Galrin Olemar			1	1	1	Stormwind	0	-8818.580	671.774	95.425	60.500	71.000				dumps-part1	Stormwind
499450	Riko			1	1	1	Stormwind	0	-8547.530	358.878	108.386	78.500	47.600				dumps-part1	Stormwind
499592	Ancient Nest Guardian			1	1	1	Durotar	1	355.081	-4735.820	9.856	52.500	41.200				dumps-part1	Durotar
499754	Wisper			1	1	1	Stormwind	0	-8812.086	660.206	96.198	61.200	70.500				dumps-part1	Stormwind
519908	"Baby Kodo"			3	1	1	Barrens	1	-523.372	-2664.799	97.216	52.200	31.600				dumps-part1	Barrens
519910	Night Web Spider Hatchling			3	1	1	Durotar	1	-640.976	-4774.707	27.442	53.200	69.500				dumps-part1	Durotar
629238				2	1	1	Durotar	1	15.672	-4595.530	50.558	49.800	50.900				dumps-part1	Durotar
666925	Azeroth Execute Training Dummy			1	1	1	Stormwind	0	-8964.600	574.104	93.842	66.100	83.600				dumps-part1	Stormwind
666928	Azeroth Tank Training Dummy			3	1	1	Stormwind	0	-8976.780	565.105	93.861	66.600	84.700				dumps-part1	Stormwind
666935	Azeroth Healing Dummy			3	1	1	Stormwind	0	-8731.630	343.887	101.019	79.400	63.500				dumps-part1	Stormwind
685035				1	1	1	Durotar	1	-642.511	-4336.420	53.591	44.900	69.500				dumps-part1	Durotar
685139				1	1	1	Durotar	1	-642.583	-4336.750	53.573	44.900	69.500				dumps-part1	Durotar
764783	Senior Den Grunt			1	1	1	Durotar	1	-557.075	-4291.500	37.184	44.000	67.100				dumps-part1	Durotar
780003				1	1	1	Stormwind	0	-8795.066	609.287	96.773	64.100	69.000				dumps-part1	Stormwind
840093				1	1	1	Durotar	1	-56.978	-4958.211	21.413	56.700	52.900				dumps-part1	Durotar
840141				8	1	2	Alterac	0	-6556.850	-1274.230	136.287	73.500	431.600				dumps-part1	Alterac | SearingGorge
840143				4	1	2	Alterac	0	-6418.750	-1242.080	180.939	72.300	424.200				dumps-part1	Alterac | SearingGorge
875000	Voidwalker Minion			2	1	1	Durotar	1	861.396	-4174.572	-14.110	41.800	26.900				dumps-part1	Durotar
900007	Tiraxis			1	1	1	Stormwind	0	-8803.780	670.239	96.200	60.600	69.800				dumps-part1	Stormwind
903519	Sylran Azuresign			2	1	1	Stormwind	0	-8813.910	601.789	96.734	64.500	70.600				dumps-part1	Stormwind
967254	Dynamic Training Dummy			10	1	1	Stormwind	0	-8914.920	490.426	93.861	70.900	79.300				dumps-part1	Stormwind
970029	Flette			1	1	1	Barrens	1	-974.287	-3718.490	6.636	62.600	38.300				dumps-part1	Barrens
988501	Unleashed Book of Ascension			2	1	2	Durotar	1	339.175	-4690.880	16.458	51.600	41.700				dumps-part1	Durotar | Stormwind
1000009	Fel Wyrm Whelp			1	1	1	Durotar	1	773.057	-4583.340	2.291	49.600	29.400				dumps-part1	Durotar
1100416	Chouri			15	1	2	Barrens	1	-449.043	-2648.923	95.637	52.000	30.500			Gartuk | Gratai	dumps-part1	Barrens | Durotar
1100417				4	1	3	Durotar	1	-251.070	-5096.550	23.820	59.300	58.400				dumps-part1	Durotar | SearingGorge | Stormwind
1101860	Barmon			48	1	5	Alterac	0	-6588.472	-1216.036	186.718	71.400	433.300			Barthang | Phannuz | Jhaztast | Mezzphog | Thulzazt | Sarkrit | Mezzgron | Hokvhug | Thannuz | Thulthak | Hukdoc | Sarjuk | Zhar'vhug	dumps-part1	Alterac | Barrens | Durotar | SearingGorge | Stormwind
1101863				2	1	1	Barrens	1	-947.993	-3700.982	7.073	62.400	37.900				dumps-part1	Barrens
1102523	Searing Totem			2	1	1	Durotar	1	-244.636	-5007.199	21.311	57.600	58.200				dumps-part1	Durotar
1103579	Stoneclaw Totem			1	1	1	Durotar	1	717.162	-4488.534	15.289	47.800	31.000				dumps-part1	Durotar
1103902	Searing Totem II			2	1	1	Durotar	1	436.296	-5034.331	2.512	58.100	38.900				dumps-part1	Durotar
1105873	Stoneskin Totem			1	1	1	Durotar	1	642.933	-4545.657	8.781	48.900	33.100				dumps-part1	Durotar
1105874	Strength of Earth Totem			2	1	1	Durotar	1	1051.604	-4768.189	15.923	53.100	21.500				dumps-part1	Durotar
1105922	Strength of Earth Totem III			1	1	1	SearingGorge	0	-6475.437	-1258.198	180.427	41.900	25.200				dumps-part1	SearingGorge
1106112	Windfury Totem			1	1	1	SearingGorge	0	-6481.431	-1257.928	180.369	41.900	25.600				dumps-part1	SearingGorge
1107415	Mana Spring Totem III			1	1	1	SearingGorge	0	-6478.568	-1261.060	180.441	42.000	25.400				dumps-part1	SearingGorge
1107465	Magma Totem III			4	1	2	Alterac	0	-6485.646	-1269.480	180.502	73.300	427.800				dumps-part1	Alterac | SearingGorge
1117252				3	1	2	SearingGorge	0	-6527.667	-1157.787	309.642	37.400	28.800				dumps-part1	SearingGorge | Stormwind
1414503	Markus			1	1	1	Stormwind	0	-8427.660	398.407	120.886	76.200	37.300				dumps-part1	Stormwind
2180004				1	1	1	Durotar	1	1320.060	-4650.850	53.879	50.800	13.900				dumps-part1	Durotar
2180020	Conductor Wizzywigs			1	1	1	Stormwind	0	-8356.330	526.380	91.796	68.900	31.100				dumps-part1	Stormwind
2304861				1	1	1	Durotar	1	337.194	-4689.403	16.458	51.600	41.700				dumps-part1	Durotar
9780012	Guardian of Time			3	1	2	Barrens	1	-948.800	-3701.630	6.972	62.400	37.900				dumps-part1	Barrens | Stormwind
9990001	Teri Glozilk			1	1	1	Stormwind	0	-8933.210	487.480	93.845	71.100	80.900				dumps-part1	Stormwind
10111377	Treasure Keeper			5	1	2	Barrens	1	-949.548	-3694.398	6.892	62.300	37.900				dumps-part1	Barrens | Stormwind
10157356	Challenger Darien			1	1	1	Stormwind	0	-8869.970	569.638	94.459	66.400	75.500				dumps-part1	Stormwind
10157359	Challenger Grogmar			1	1	1	Durotar	1	-592.365	-4248.300	38.956	43.200	68.100				dumps-part1	Durotar
11000017	Cap'n Berry			1	1	1	Stormwind	0	-8834.352	643.575	95.091	62.100	72.400				dumps-part1	Stormwind
11000090	Glrgky, the Pursuer			1	1	1	Stormwind	0	-8832.579	628.650	94.019	63.000	72.200				dumps-part1	Stormwind
11000188	Prismatic Slimesaber Kitten			1	1	1	Stormwind	0	-8431.522	407.089	120.886	75.700	37.600				dumps-part1	Stormwind
11000190	Prismatic Slimesaber			1	1	1	Stormwind	0	-8443.850	407.284	120.886	75.700	38.700				dumps-part1	Stormwind
11000215				1	1	1	Barrens	1	-408.899	-2640.826	96.223	51.900	29.900				dumps-part1	Barrens
